ProperName,BayerName,Cst,Constellation_Full,Vmag,ra_rad,dec_rad,pi_rad,mu_alpha_cosdec_rad_d,mu_delta_rad_d,HR,HIP
,52,Per,Perseus,4.71,1.1121608970421697,0.706574293325678,1.662911e-08,1.791919149891509e-10,-2.7210624127982176e-10,1306,19811
,Iot,Phe,Phoenix,4.71,6.174431705728415,-0.7437738266615208,6.355907e-08,5.616007350511833e-10,1.4162798021735112e-10,8949,116389
,,,,4.71,5.996979256937164,1.4721174824184264,4.4457416e-08,1.309295592187396e-09,3.171033221548752e-10,8748,113116
,101,Aqr,Aquarius,4.71,6.166584596153837,-0.3650273202972061,5.38628e-08,-4.526255037874108e-11,1.1229360005986791e-10,8939,116247
,Chi,Cas,Cassiopeia,4.71,0.40985611033772795,1.0337951095765363,7.5970306e-08,-5.71157637183938e-10,-2.961312313635523e-10,442,7294
,Eps,Mic,Microscopium,4.71,5.576054000226182,-0.5615158001760683,8.6781654e-08,7.21546111022981e-10,-3.091392370442462e-10,8135,105140
,Ome,UMa,Ursa Major,4.71,2.8535192225226527,0.7538079702735948,6.418933e-08,5.703612286728751e-10,-3.135194838550922e-10,4248,53295
,,,,4.71,2.0435076767437326,-0.8216579378111228,6.806784e-08,-1.3519034475292606e-09,-1.0363929423965112e-09,3046,38089
,31,Ori,Orion,4.71,1.4387317305139036,-0.019062063720603085,3.112504e-08,1.5397231213882596e-11,-3.429865987644192e-10,1834,25737
Libertas,Xi,Aql,Aquila,4.71,5.2108856843780185,0.14768365474577327,8.6151395e-08,1.3526998560403235e-09,-1.0778061849717817e-09,7595,97938
,Lam,Aur,Auriga,4.71,1.3924875580370284,0.6998886748864954,3.83827e-07,6.8888008859421795e-09,-8.827657406124792e-09,1729,24813
,,,,4.71,3.430788647270561,-0.8458433429452584,4.0530423e-08,-3.962132342537892e-10,-2.0135861854706808e-10,4940,63945
,,,,4.71,2.3808023383092918,-1.231129431337852,1.6338221e-08,-5.4553983007808165e-11,1.1773572488546431e-10,3642,44626
,37,LMi,Leo Minor,4.71,2.7869426688494627,0.5580903237855221,2.7343493e-08,9.291432629067084e-13,1.0340037168633227e-10,4166,52098
,,,,4.71,1.398220483268022,-0.3707033828757027,3.8009397e-08,1.5118488235010585e-10,-1.3671679439912997e-10,1762,24927
,65,And,Andromeda,4.71,0.635401731495554,0.8775282617198688,4.280905e-08,3.27323898046849e-10,-2.0082767953969283e-10,699,11313
,,,,4.71,3.6549330252533694,-1.1115411398750314,7.5437015e-08,-5.334609676602944e-10,-4.4200672363990553e-10,5241,68191
,Pi,Lup,Lupus,4.72,3.949324168603617,-0.8211982505492716,3.5682287e-08,-3.05024459737088e-10,-3.027679689557431e-10,5605,73807
,19,Pup,Puppis,4.72,2.1435785742640436,-0.22561903214962595,8.94966e-08,-3.4232292500520014e-10,1.0738241424164672e-10,3211,40084
,The,Pyx,Pyxis,4.72,2.4499767609924676,-0.45318200765680006,3.146441e-08,-1.6246733625683014e-10,-1.2331058446290458e-10,3718,45902
,The,Cru,Crux,4.72,3.160444960150233,-1.1024496307896012,1.8519883e-08,-2.340113675006467e-10,8.760493621691822e-12,4603,58867
,Del,Sct,Scutum,4.72,4.896842803333148,-0.15799686166994262,7.810349e-08,1.2224870644815408e-10,1.0884249651192868e-11,7020,91726
,Del,Nor,Norma,4.72,4.217109882322666,-0.7884223741067281,1.2925133e-07,2.1489756323513728e-10,5.103651208394706e-10,5980,78914
,Kap,Ret,Reticulum,4.72,0.9135479730762486,-1.0984829040615338,2.2359607e-07,5.081617239588632e-09,4.951669917533537e-09,1083,16245
,Zet,Dor,Dorado,4.72,1.3330454211302014,-1.0030928961683332,4.1630955e-07,-4.1107952646029653e-10,1.555916761113205e-09,1674,23693
,Mu,Mus,Musca,4.72,3.090286478946881,-1.1661394870235458,3.679736e-08,4.147960995119234e-10,-2.024204965618186e-10,4530,57581
,Mu,Cyg,Cygnus,4.73,5.690384551894552,0.5016638713055134,2.1802073e-07,3.4606604500719577e-09,-3.2282418995934364e-09,8309,107310
,Kap,Cap,Capricornus,4.73,5.6839132141598885,-0.3292790708204304,5.376584e-08,1.9359363556420487e-09,-1.260980142516247e-10,8288,107188
,9,Cep,Cepheus,4.73,5.663246300993454,1.0835343796278198,0.0,-2.1768499302385737e-11,-4.0085895056832274e-11,8279,106801
,Lam,Cas,Cassiopeia,4.73,0.13863135256212686,0.9515940891868124,4.1887905e-08,5.468671775965199e-10,-2.195432795496708e-10,123,2505
,20,CVn,Canes Venatici,4.73,3.4799419745127,0.7081248057849721,5.9826014e-08,-1.6629009710993204e-09,2.4516108665552717e-10,5017,64844
,Zet,Crt,Crater,4.73,3.0751071767820255,-0.32027864313827886,4.4796785e-08,3.6886987537396324e-10,-3.299785930837253e-10,4514,57283
,22,Ori,Orion,4.73,1.403953592456719,-0.006675350318127201,1.701696e-08,1.6326374476789303e-11,1.499902695835115e-11,1765,25044
,Mu,Aqr,Aquarius,4.73,5.465731681135354,-0.156787076750546,1.0055036e-07,6.072614896854558e-10,-4.4585603144337624e-10,7990,103045
,4,Cen,Centaurus,4.73,3.6355607032528185,-0.5572415082110889,2.482246e-08,-1.688386043453333e-10,-1.2583254474793709e-10,5221,67786
,Zet,Sco,Scorpius,4.73,4.424389822327466,-0.739356722781431,6.157134e-09,-1.3406209936225364e-11,-5.3226635489370005e-11,6262,82671
,41,Oph,Ophiuchus,4.73,4.5230720742847685,-0.0077691928407808974,7.684297e-08,-4.1758352930064353e-10,-8.379544883900072e-10,6415,84514
,17,Eri,Eridanus,4.73,0.9189922018248735,-0.08857830774151855,3.9124465e-08,1.8888155187374943e-10,9.649816459045385e-11,1070,16341
,61,Leo,Leo,4.74,2.8877686150028077,-0.04336265447671789,2.7052604e-08,1.295491177995639e-10,-4.720047775566079e-10,4299,53907
,,,,4.74,6.186532997758863,-0.7939907896638837,7.897616e-08,9.38567430287619e-10,-1.680421958342704e-10,8959,116602
,Ups,Aur,Auriga,4.74,1.5317016947114193,0.651106978856654,3.0252373e-08,4.8912756054446e-10,-6.042085903930482e-10,2011,27639
,61,Vir,Virgo,4.74,3.4837478694992616,-0.31954553294487603,5.6669876e-07,-1.4207396898354632e-08,-1.411886281887481e-08,5019,64924
,59,Cyg,Cygnus,4.74,5.497027209274396,0.8293969577488611,1.1150715e-08,1.0778061849717816e-10,2.8537971646420327e-11,8047,103632
,30,LMi,Leo Minor,4.74,2.7310670009170797,0.5898560750409777,6.777695e-08,-9.777241820815448e-10,-7.859224656672315e-10,4090,51056
,,,,4.74,3.6293750551472876,0.6011667545623556,2.6325383e-08,-2.6573497319131857e-10,-4.2913145271105545e-10,5219,67665
,Kap,Lib,Libra,4.74,4.110019019048888,-0.34345593544995406,5.1244808e-08,-4.2554761441127247e-10,-1.3691589652689568e-09,5838,76880
,11,Com,Coma Berenices,4.74,3.231992942127928,0.3105403764676491,5.454154e-08,-1.4442868348125564e-09,1.1871796204910855e-09,4697,60202
,,,,4.74,2.7503534698226595,-1.2565099981502466,6.0698675e-08,3.662151803370869e-10,-4.07893892416045e-10,4138,51438
,,,,4.74,5.966767828543825,1.4513061238832357,5.0469104e-08,3.265274895357861e-10,6.249152116806833e-10,8702,112519
,Omi,Ori,Orion,4.74,1.2764148124261323,0.24872299846703588,2.4289168e-08,-6.636737592190775e-13,-7.275191748559527e-10,1556,22667
,Psi,Cas,Cassiopeia,4.74,0.37494793041597085,1.1890918999442868,8.106085e-08,1.0021473764208069e-09,3.574546867153951e-10,399,6692
,8,Cyg,Cygnus,4.74,5.112819944671709,0.601317888730938,1.837444e-08,1.5397231213882596e-11,-4.6058958889803975e-11,7426,96052
Angetenar,Tau,Eri,Eridanus,4.75,0.7462988561005035,-0.3665885925368058,8.4599996e-08,-5.112942641023773e-10,-2.1303927670932386e-10,850,13288
,Nu,Hyi,Hydrus,4.75,0.7438401767492986,-1.3101642335254382,4.6590596e-08,-4.381574158364349e-10,-3.623658725336163e-10,872,13244
,,,,4.75,0.6972531912386026,-0.7486002179306518,1.358448e-07,1.1707205112624526e-09,-2.365333277856792e-10,789,12413
,,,,4.75,2.7630014572688295,0.7055587832742489,1.400142e-07,-1.88032049461949e-09,1.0844429225639724e-10,4132,51658
,Gam,Ari,Aries,4.75,0.4953655906456333,0.3367454415310745,9.638096e-08,1.0512592346030186e-09,-1.2958893822511705e-09,546,8832
,,,,4.75,2.144274926776202,-0.7502697246694189,3.7815466e-09,-8.455203692451046e-11,6.158892485553038e-11,3226,40096
,Omi,Cep,Cepheus,4.75,6.102646040973458,1.188768504745592,7.786108e-08,7.211479067674495e-10,1.3419483411409746e-10,8872,115088
,,,,4.75,3.7084578942064095,-0.9326817113605785,8.6684686e-08,-1.9217337371947607e-09,-1.199125748157029e-09,5297,69191
,Psi,Lup,Lupus,4.75,4.113234699358428,-0.6058095982807006,4.348779e-08,-2.8365416469023367e-10,-3.979387860277588e-10,5839,76945
,Iot,Boo,Bootes,4.75,3.735736876415616,0.8965235213925554,1.6677592e-07,-1.9829244577947593e-09,1.1776227183583309e-09,5350,69713
,Sig,Cet,Cetus,4.75,0.663608894461737,-0.2660635556327368,1.8161121e-07,-1.064665444539244e-09,-1.9417766847231765e-09,740,11783
,Zet,CrA,Corona Australis,4.75,4.987775220769067,-0.7346962494923115,8.1885034e-08,7.487567351509631e-10,-6.162874528108353e-10,7188,93542
,69,Vir,Virgo,4.76,3.5231825772421614,-0.2787924495617124,5.6432317e-08,-1.6159128689466097e-09,2.7369905830194756e-10,5068,65639
,Tau,CrB,Corona Borealis,4.76,4.227938548854,0.6368725599006507,1.3550543e-07,-4.913840513258049e-10,4.518821891770854e-09,6018,79119
,Chi,Aur,Auriga,4.76,1.451799354104382,0.5618569415335314,4.8481368e-11,-2.0175682280259952e-11,-5.7474147548372103e-11,1843,25984
,Phi,Pav,Pavo,4.76,5.391232477245032,-1.057343114708257,1.7443597e-07,9.27284976380895e-10,-2.4770959389092848e-09,7848,101612
,Rho,Ser,Serpens,4.76,4.150679715871559,0.3661329961521883,4.217879e-08,-7.077416968312241e-10,2.504704767292798e-10,5899,77661
,,,,4.76,2.1337274151595387,-1.0699166064404972,2.4264926e-07,-1.9916849514164515e-09,-3.94049657798735e-09,3220,39903
,Ups,Psc,Pisces,4.76,0.34673713088175845,0.47584808395485395,5.134177e-08,3.05024459737088e-10,-1.476010440503228e-10,383,6193
,,,,4.76,1.8964561828710256,-0.8425040863433595,4.1984865e-08,-5.840329081127881e-11,1.327347518438155e-13,2762,35020
,56,Peg,Pegasus,4.76,6.052419262762981,0.4445063796397922,2.6713236e-08,-3.982042555314464e-13,-4.389538243474978e-10,8796,114155
,Rho,UMa,Ursa Major,4.76,2.3673010321646855,1.1803587521583183,5.027518e-08,-3.030334384594307e-10,2.4064810509283745e-10,3576,44390
,Phi,Cet,Cetus,4.76,0.1928156449547479,-0.1851667592301033,6.767999e-08,-1.1893033765205867e-10,-1.5107869454863078e-09,194,3455
Quadrans,44,Boo,Bootes,4.76,3.94354830024451,0.8317194394592219,3.8760854e-07,-5.917846176204669e-09,2.636112171618175e-10,5618,73695
,,,,4.76,0.8095728461013242,0.9896985174458172,7.490372e-08,-1.688386043453333e-10,9.296742019140837e-10,918,14382
,Ups,Her,Hercules,4.76,4.200996679433277,0.8034946748475326,4.256664e-08,7.356159947184254e-10,-8.135312940507451e-10,5982,78592
,4,Sgr,Sagittarius,4.76,4.71148408022554,-0.4156678122262409,3.8057873e-08,-3.437830072754821e-11,-6.778763776663656e-10,6700,88116
Alshat,Nu,Cap,Capricornus,4.76,5.326149051176127,-0.2226873306974859,6.2444e-08,1.9565102421778403e-10,-1.9007616464034376e-10,7773,100310
,87,Leo,Leo,4.77,3.012066077931537,-0.05242024675332712,2.617994e-08,2.56841744817783e-10,-2.099863774169161e-10,4432,56127
,,,,4.77,2.2742469294836556,-0.8258399065710608,6.205615e-09,-1.3140740432537733e-10,9.94183291310178e-11,3452,42624
,,,,4.77,3.7555522818372453,-0.7886598615816458,1.1131322e-07,4.954988286329632e-10,-9.664417281748205e-10,5364,70104
,20,Cet,Cetus,4.77,0.23129179204157904,-0.01997041928260598,2.6955641e-08,9.278159153882702e-11,-2.0786262138741506e-10,248,4147
,51,Hya,Hydra,4.77,3.7659774872376466,-0.4843940374990971,1.004534e-07,-2.6979665659773936e-09,-1.5468907979878257e-09,5381,70306
,45,Dra,Draco,4.77,4.854525850485925,0.995633826519016,7.466131e-09,1.061878014750524e-12,-9.888739012364254e-11,6978,90905
,Lam,Ara,Ara,4.77,4.626848376318365,-0.8624571504209495,2.2602015e-07,1.3700881085318634e-09,-2.342901104795187e-09,6569,86486
,,,,4.77,2.5363289014476003,-0.4117497239847022,3.1222e-08,-3.887800881505355e-10,3.583838299783018e-11,3858,47522
,1,Vul,Vulpecula,4.77,5.044949802349759,0.3733336535741857,1.948951e-08,2.787429788720125e-12,-9.079057026116979e-11,7306,94703
,Lam,Phe,Phoenix,4.77,0.13707059903438085,-0.8517828390633327,9.1532826e-08,1.8647905286537638e-09,2.5551439729934483e-10,125,2472
,17,Mon,Monoceros,4.77,1.777315634334787,0.14027704882110645,3.2094665e-08,-3.1590870938828085e-10,-1.56096068168327e-10,2503,32533
,,,,4.77,5.251507473099272,-0.6621864867260783,4.3148418e-08,8.557409451370784e-10,-1.1472264601860974e-09,7652,98761
,,,,4.78,5.302593224700429,0.4466641237363146,1.595037e-08,9.198518302776413e-11,-5.163381846724423e-11,7739,99824
,Zet,Aps,Apus,4.78,4.546548863350757,-1.1828209687683184,5.3184063e-08,-5.024010357288417e-10,-1.0499318870845805e-10,6417,84969
,The,Oct,Octans,4.78,0.006970475197196854,-1.3450431268223466,7.281902e-08,-7.605701280650627e-10,-2.350201516146597e-09,9084,122
,,,,4.78,2.1532652364356135,-0.6265652094287865,1.701696e-08,-9.68963688459853e-11,1.294163830477201e-10,3237,40274
,,,,4.78,1.1805384584139538,0.28263993487168476,1.1223437e-07,1.3878745652789347e-09,-3.4378300727548207e-10,1427,21029
,Rho,Cap,Capricornus,4.78,5.36191498223449,-0.3109071617732789,1.6018245e-07,-1.988366582620356e-10,-9.676363409414149e-11,7822,101027
,,,,4.78,1.4619082255591767,-0.1047551641849913,9.793236e-09,-8.760493621691822e-12,1.327347518438155e-13,1887,26199
,36,Com,Coma Berenices,4.78,3.3986989910057357,0.3038506605189817,4.877226e-08,-4.964279718958699e-10,4.5315644279478606e-10,4920,63355
,57,Cyg,Cygnus,4.78,5.468316188951783,0.7747039446398504,3.0106932e-08,1.5848529370151567e-10,-2.7608828383513623e-11,8001,103089
,,,,4.78,4.268633265110851,-0.4994046033262647,1.1742188e-07,-4.139996910008605e-10,-1.3395591156077858e-09,6070,79881
,55,UMa,Ursa Major,4.78,2.963274057231973,0.6664665806890901,8.241833e-08,-7.80480340841635e-10,-8.671561337956465e-10,4380,55266
,2,Aur,Auriga,4.78,1.2768537395201296,0.6405916289457163,2.6276902e-08,-3.387390867054171e-10,-6.782745819218972e-11,1551,22678
,56,Ori,Orion,4.78,1.5378127106182724,0.03237861088138984,1.2556675e-08,-9.503808232017188e-11,-1.0937343551930395e-10,2037,27750
,Lam,Ari,Aries,4.79,0.5145649061859486,0.4118295651185322,1.2275483e-07,-1.2284601283145123e-09,-1.758735461930555e-10,569,9153
,,,,4.79,4.910691543096236,-1.1322107541130155,1.6983023e-07,4.3006059597396213e-10,-1.984119070561354e-09,7012,92024
,Omi,Peg,Pegasus,4.79,5.941785062934132,0.5115156651862671,5.2941658e-08,-7.964085110628928e-13,-2.8484877745682803e-10,8641,112051
,Psi,Vir,Virgo,4.79,3.378751927544647,-0.16648602394565512,2.904034e-08,-2.399844313336184e-10,-2.590982355991278e-10,4902,62985
,,,,4.79,1.9050877432442825,-0.4069340090691385,1.1150715e-08,-5.681047378915303e-11,3.7563934771799785e-11,2764,35210
,40,Leo,Leo,4.79,2.7041193499186766,0.3398406688149534,2.2689281e-07,-3.075862404476736e-09,-2.8449039362684974e-09,4054,50564
,64,Eri,Eridanus,4.79,1.3086851844450316,-0.21881549978977743,5.4493057e-08,5.265587605644161e-10,-1.15532328004857e-09,1611,23231
,Psi,Aur,Auriga,4.79,1.7424077910870428,0.741573152701387,3.8009397e-08,-1.1547923410411947e-11,-7.296429308854537e-10,2427,31832
,26,Hya,Hydra,4.79,2.4424718492231494,-0.20900112035766577,4.692997e-08,-3.6701158884814976e-10,1.6936954335270855e-10,3706,45751
,,,,4.79,2.0842221407029387,-0.5294384193354716,1.3041489e-08,-1.0419678019739515e-10,9.211791777960795e-11,3113,38901
,35,Peg,Pegasus,4.79,5.8811397726609345,0.08196783235888554,1.0661053e-07,1.0296234700524767e-09,-4.063276223442879e-09,8551,110882
,Mu,Gru,Grus,4.79,5.827718711179414,-0.7216369277349531,5.7547386e-08,6.239860684177766e-10,2.9865319164858486e-10,8486,109908
,22,Sco,Scorpius,4.79,4.320597324860142,-0.43834222386773647,3.82518e-08,-5.906696457049789e-11,-3.4949060160476615e-10,6141,80815
,24,Cep,Cepheus,4.79,5.802373791320729,1.26259211280095,4.0094097e-08,4.360336598069339e-10,3.557291349414255e-11,8468,109400
,The,Ant,Antlia,4.79,2.5490628416470424,-0.4846703067135929,4.6590596e-08,-7.065470840646298e-10,4.943042158663689e-10,3871,47758
Zibal,Zet,Eri,Eridanus,4.8,0.8544860596376272,-0.15393525430588076,1.4408663e-07,-4.645716314533542e-12,6.119072059999894e-10,984,15197
,Sig,UMa,Ursa Major,4.8,2.401538599690092,1.1717135087527917,2.3789808e-07,1.7428072917092973e-10,-1.2069570985158143e-09,3616,45038
,5,CVn,Canes Venatici,4.8,3.246420207574439,0.899930670953291,4.0918273e-08,1.6777672633058278e-10,1.517158213574811e-10,4716,60485
Shangwei,,,,4.8,1.6530289547483081,1.2098628359558696,9.036927e-08,-2.8139767390888884e-11,-1.353761734055074e-09,2209,29997
,,,,4.8,6.276261688836818,0.8969031188111581,3.8542687e-08,1.13514759776831e-09,2.3215308097483325e-10,9066,118188
,Eta,Mus,Musca,4.8,3.4699325550602764,-1.1849836753595029,4.130613e-08,-4.839509052225513e-10,-1.507866780945744e-10,4993,64661
,49,Ori,Orion,4.8,1.4786641630498394,-0.12588551166064726,1.0869523e-07,-1.9963306677309847e-10,-6.570370216268866e-10,1937,26563
,Ome,Dra,Draco,4.8,4.611820917972967,1.200039335258554,2.0929407e-07,3.42455659757044e-11,4.270475171071076e-09,6596,86201
,41,Com,Coma Berenices,4.8,3.434714000270578,0.48214557607497804,4.770567e-08,4.4705064420997055e-10,-9.182590132555156e-10,4954,64022
,Sig,Vir,Virgo,4.8,3.480207386557518,0.09546680552188094,2.34165e-08,-8.043725961735217e-11,1.2131956318524737e-10,5015,64852
,27,Hya,Hydra,4.8,2.4455717792966976,-0.166777195653969,7.1073686e-08,-1.6565297030108174e-10,-3.6329501579652297e-10,3709,45811
,Chi,Peg,Pegasus,4.8,0.06371237866074402,0.35267339587178864,4.2954493e-08,1.2047006077344694e-09,1.645910922863312e-11,45,1168
,Del,Tau,Taurus,4.8,1.1523313652609408,0.30445892713645634,9.7980845e-08,1.4356590759427083e-09,-4.600586498906644e-10,1380,20542
,Xi,Cas,Cassiopeia,4.8,0.18354203781447537,0.8816101611544789,1.1053753e-08,1.6246733625683014e-10,-8.733946671323058e-11,179,3300
,,,,4.8,0.986280671285695,1.1055799948674483,1.595037e-08,-1.937927376919706e-11,-1.2065588942602828e-10,1129,17587
,34,Cyg,Cygnus,4.81,5.3135970528245595,0.6638001492119668,1.5514038e-09,-4.2209651086333326e-11,-8.561391493926099e-11,7763,100044
,32,Peg,Pegasus,4.81,5.852621857661158,0.4944607817672034,2.2737764e-08,2.3600238877830393e-10,6.875660145509642e-11,8522,110371
Phyllon Kissinou,23,Com,Coma Berenices,4.81,3.2936630310948334,0.3949538655780586,5.1002402e-08,-7.816749536082294e-10,3.757720824698416e-10,4789,61394
,,,,4.81,2.4475937753491914,-1.089166313650575,6.767999e-08,-1.8529771357396642e-10,-2.521960285032494e-12,3728,45856
,Iot,Sco,Scorpius,4.81,4.669563686779255,-0.6997099716715813,6.205615e-09,5.176655321908804e-11,-3.2121809946203345e-11,6631,87294
,Eta,Scl,Sculptor,4.81,0.1218612648145536,-0.5760816054952793,3.500355e-08,-2.667968512060691e-10,-6.628773507080145e-10,105,2210
,,,,4.81,3.743717868975384,0.619757180926252,6.772847e-08,6.464182414793814e-11,1.9113804265509429e-10,5361,69879
Elgafar,Phi,Vir,Virgo,4.81,3.788253168986746,-0.03888507563617828,1.3371162e-07,-1.8520479924767574e-09,-5.3624839744901454e-11,5409,70755
,,,,4.81,2.509190971163486,0.6915246359629901,7.34008e-08,-3.9647870375747683e-10,2.694515462429454e-10,3809,47029
,Del,Pic,Pictor,4.81,1.6157322322294694,-0.9593841134048805,1.2168824e-08,-6.504002840346959e-11,9.835645111626728e-11,2212,29276
,Ome,Boo,Bootes,4.81,3.9361910426317785,0.4364764155846745,4.256664e-08,-7.499513479175576e-11,-6.416397904130041e-10,5600,73568
,21,Sgr,Sagittarius,4.81,4.823001802024597,-0.35851871297622795,3.8542687e-08,1.1229360005986791e-10,-3.725864484255901e-10,6896,90289
,Nu,Tuc,Tucana,4.81,5.903577113961203,-1.081791249665216,5.4493057e-08,5.318681506381687e-10,-2.6772599446897585e-10,8582,111310
,Psi,Eri,Eridanus,4.81,1.3152761238337483,-0.12520953866003287,2.1380284e-08,2.2697642565292448e-11,8.349015890975994e-11,1617,23364
,34,Boo,Bootes,4.81,3.8546594198892454,0.4629990387676443,2.2446875e-08,-1.8012105825205762e-10,-2.1343748096485527e-10,5490,71995
,51,Oph,Ophiuchus,4.81,4.5876670821798085,-0.41822592089053673,3.897902e-08,6.955300996615932e-11,-3.413937817422934e-10,6519,85755
,12,Com,Coma Berenices,4.81,3.239790634624598,0.45110097287529793,5.3668874e-08,-1.515830866056373e-10,-1.0512592346030186e-10,4707,60351
,104,Aqr,Aquarius,4.82,6.203612649843474,-0.31095716423461794,1.8859254e-08,1.8821787811453034e-10,1.2477066673318654e-11,8982,116901
,15,Ori,Orion,4.82,1.3513182167688569,0.27222374863472587,2.937971e-08,-3.5971117749673994e-11,-2.090572341540094e-10,1676,24010
,Sig,Ser,Serpens,4.82,4.285106195717974,0.017958079264198974,1.7778117e-07,-2.102518469206037e-09,6.578334301379496e-10,6093,80179
,25,CVn,Canes Venatici,4.82,3.5668491773174553,0.6334644685602508,7.960641e-08,-1.2681478191158132e-09,3.152450356290618e-10,5127,66458
,,,,4.82,2.781854654121721,-0.23360273503118906,2.3271058e-08,5.653173081028102e-10,-5.00675483954872e-10,4163,52009
,139,Tau,Taurus,4.82,1.5620447846348757,0.45298128466991106,1.0181087e-08,-2.734335887982599e-11,-2.588327660954402e-11,2084,28237
,,,,4.82,2.0958473077861077,-1.1094622214797805,3.1658335e-08,-2.5086868098481124e-11,2.5498345829196953e-10,3159,39138
,4,UMi,Ursa Minor,4.82,3.7038074874528166,1.3534580340650333,3.46157e-08,-4.0417731936441814e-10,4.360336598069339e-10,5321,69112
,,,,4.82,1.7421815787881587,-0.24688985768611643,1.5998852e-08,6.782745819218972e-11,-8.82686099761373e-11,2450,31827
,52,Her,Hercules,4.82,4.403625637947562,0.8025625620382845,8.775128e-08,2.9958233491149154e-10,-6.815929507179925e-10,6254,82321
,Sig,Aqr,Aquarius,4.82,5.893308952763298,-0.18636426366381703,5.4590025e-08,3.982042555314464e-12,-3.566582782043322e-10,8573,111123
,58,And,Andromeda,4.82,0.5606249130909499,0.6607674026209143,8.261226e-08,2.048893629461136e-09,-5.67573798884155e-10,620,9977
,,,,4.82,2.8104845805131657,-1.1163317993674522,3.214315e-08,-2.1649038025726303e-10,1.6512203129370646e-10,4205,52502
,The,Mic,Microscopium,4.82,5.5883685369337055,-0.7122602840350917,8.0188194e-08,9.546283352607209e-10,2.7051342425769596e-10,8151,105382
,,,,4.82,2.1926933983211536,-0.846317091975827,9.21146e-09,-6.76947234403459e-11,1.0300216743080082e-10,3294,41039
,,,,4.82,2.8022820321929585,-1.1251518739749478,3.4858104e-08,-2.3175487671930183e-10,1.5317590362776306e-10,4196,52370
,,,,4.82,0.23156732577432795,1.0668073226238886,2.586481e-07,-9.152061139631077e-10,2.2584818026225207e-09,244,4151
,Ups,Dra,Draco,4.82,4.949736757229142,1.244368958340479,4.5960338e-08,6.574352258824181e-10,5.58946040014307e-10,7180,92782
,,,,4.82,3.2573507613660495,-0.8979825723158597,3.5294438e-08,-4.0696474915313825e-10,-1.3446030361778508e-10,4732,60710
,,,,4.82,0.867124943271886,0.5972983331553409,1.3429339e-08,3.6502056757049256e-11,-1.1773572488546431e-10,991,15416
,30,Oph,Ophiuchus,4.82,4.455216572657248,-0.0736957279555973,3.9027505e-08,-5.1939108396485e-10,-1.0365256771483551e-09,6318,83262
,29,Vul,Vulpecula,4.82,5.404069671297555,0.37003039665703724,6.79224e-08,9.892721054919568e-10,-2.123756029501048e-12,7891,101867
,Kap,CrB,Corona Borealis,4.82,4.150533853295449,0.6223534606394205,1.5897042e-07,-1.1348821282646225e-10,-4.625009693245906e-09,5901,77655
,68,Her,Hercules,4.82,4.5261892888774975,0.5777059731326679,2.3755872e-08,-5.495218726333961e-11,-7.20749702511918e-11,6431,84573
,,,,4.82,3.9829580592038836,-0.7766777956103948,3.1367446e-08,-2.921491888082379e-10,-2.886980852602987e-10,5651,74449
Fafnir,42,Dra,Draco,4.82,4.825761795017866,1.144299754313141,5.02267e-08,1.4047318787630993e-09,-3.6156946402255336e-10,6945,90344
,,,,4.83,2.7154127791293265,-0.7269315168404341,7.757019e-08,-3.6156946402255336e-10,8.025143096477085e-10,4080,50799
,18,UMa,Ursa Major,4.83,2.426827874961566,0.9428567435349273,1.3526302e-07,6.561078783639799e-10,7.953466330481424e-10,3662,45493
,60,Sgr,Sagittarius,4.83,5.231419084569064,-0.45720344138120533,5.0469104e-08,4.686864087605124e-10,3.40995577486762e-10,7618,98353
,18,Dra,Draco,4.83,4.3673315210392625,1.1272922021289964,2.1477247e-08,-3.982042555314464e-12,-2.2312711784945381e-10,6223,81660
,,,,4.83,0.5112354949863602,-0.82702948598824,6.370452e-08,1.3842907269791518e-09,1.399024284433815e-10,574,9095
,Zet,Boo,Bootes,4.83,3.844736385857215,0.23960458652744948,8.998142e-08,6.895570358286214e-10,-1.4707010504294755e-10,5477,71795
,30,Cyg,Cygnus,4.83,5.294022992753627,0.817087603272953,2.5889053e-08,1.8357216179999681e-10,3.982042555314464e-11,7730,99639
,,,,4.83,2.1876999959723,-0.5769076256734181,1.5707965e-08,-1.4746830929847898e-10,3.7829404275487416e-11,3282,40945
,Ups,Cas,Cassiopeia,4.83,0.23999681768637574,1.0292694710006478,4.8142002e-08,-4.446614186767819e-10,-5.418232570264548e-10,253,4292
,,,,4.83,4.9134267740562105,0.4653409154493179,6.205615e-08,2.398516965817746e-10,3.190943434325324e-10,7064,92088
,Eta,Sct,Scutum,4.83,4.9613626844032,-0.10203569250096574,7.815197e-08,8.034434529106151e-10,-5.298771293605114e-10,7149,93026
,12,Boo,Bootes,4.83,3.7105662454851003,0.4379349256304436,1.2954222e-07,-3.1099752357005965e-10,-7.936210812741727e-10,5304,69226
,60,And,Andromeda,4.83,0.5812921524594207,0.7719886102588166,2.9816043e-08,-2.7741563135357435e-10,-1.919344511661572e-10,643,10340
,,,,4.83,4.66515407001259,-0.553324953415831,2.8410083e-08,7.366778727331758e-11,-1.2065588942602828e-10,6628,87220
,Omi,Col,Columba,4.83,1.385284072483511,-0.6090219881210025,1.4941958e-07,1.230052945336638e-09,-4.462940561244608e-09,1743,24659
